Nombre_Cliente,ID_Asociado,Saldo_Cuenta,Score_DICOM_Simulado,Oferta_Comercial_Asignada,Dias_Desde_Ultima_Clave
Usuario 16567,9023X,7749694,659,Cuenta Corriente Premium,178
Usuario 16568,6554X,12866574,321,Cuenta Corriente Premium,32
Usuario 16569,5653X,11483320,430,Cuenta Corriente Premium,384
Usuario 16570,7829X,76465,334,Cuenta Corriente Premium,323
Usuario 16571,1451X,5508088,537,Cuenta Corriente Premium,94
Usuario 16572,1438X,6720518,418,Cuenta Corriente Premium,38
Usuario 16573,1510X,3379475,511,Cuenta Corriente Premium,322
Usuario 16574,4098X,12208768,561,Cuenta Corriente Premium,166
Usuario 16575,9252X,1929930,375,Cuenta Corriente Premium,198
Usuario 16576,6405X,1486633,483,Cuenta Corriente Premium,305
Usuario 16577,7167X,12288381,489,Cuenta Corriente Premium,329
Usuario 16578,6918X,7852232,491,Cuenta Corriente Premium,376
Usuario 16579,1409X,4724352,393,Cuenta Corriente Premium,268
Usuario 16580,6154X,14862313,564,Cuenta Corriente Premium,293
Usuario 16581,1053X,11663140,644,Cuenta Corriente Premium,157
Usuario 16582,8181X,11087503,589,Cuenta Corriente Premium,16
Usuario 16583,3153X,6421812,316,Cuenta Corriente Premium,344
Usuario 16584,1045X,8463943,375,Cuenta Corriente Premium,217
Usuario 16585,4792X,3556847,514,Cuenta Corriente Premium,210
Usuario 16586,8948X,14456019,870,Cuenta Corriente Premium,3
Usuario 16587,5181X,13158940,411,Cuenta Corriente Premium,272
Usuario 16588,9284X,7755176,727,Cuenta Corriente Premium,72
Usuario 16589,5666X,14525090,836,Cuenta Corriente Premium,388
Usuario 16590,2762X,6915926,669,Cuenta Corriente Premium,299
Usuario 16591,8092X,2142324,711,Cuenta Corriente Premium,236
Usuario 16592,5337X,12635686,824,Cuenta Corriente Premium,237
Usuario 16593,9132X,14851461,773,Cuenta Corriente Premium,335
Usuario 16594,3821X,5819200,712,Cuenta Corriente Premium,314
Usuario 16595,7307X,14717537,388,Cuenta Corriente Premium,265
Usuario 16596,3252X,12239843,355,Cuenta Corriente Premium,101
Usuario 16597,4022X,204088,805,Cuenta Corriente Premium,8
Usuario 16598,6511X,3212339,660,Cuenta Corriente Premium,313
Usuario 16599,2832X,9908114,776,Cuenta Corriente Premium,279
Usuario 16600,7219X,4260631,849,Cuenta Corriente Premium,199
Usuario 16601,7031X,14228129,412,Cuenta Corriente Premium,153
Usuario 16602,6768X,988926,802,Cuenta Corriente Premium,399
Usuario 16603,8674X,6863167,746,Cuenta Corriente Premium,72
Usuario 16604,8341X,7328185,526,Cuenta Corriente Premium,49
Usuario 16605,6449X,8594193,463,Cuenta Corriente Premium,120
Usuario 16606,4612X,492949,311,Cuenta Corriente Premium,201
Usuario 16607,2004X,10340036,564,Cuenta Corriente Premium,189
Usuario 16608,2529X,13725145,747,Cuenta Corriente Premium,78
Usuario 16609,9256X,6494961,798,Cuenta Corriente Premium,79
Usuario 16610,4185X,10961930,349,Cuenta Corriente Premium,117
Usuario 16611,9663X,11236249,331,Cuenta Corriente Premium,243
Usuario 16612,3531X,13297161,660,Cuenta Corriente Premium,153
Usuario 16613,2805X,13023100,528,Cuenta Corriente Premium,230
Usuario 16614,6762X,8887714,657,Cuenta Corriente Premium,19
Usuario 16615,7982X,1822319,773,Cuenta Corriente Premium,253
Usuario 16616,6457X,4413257,731,Cuenta Corriente Premium,138
Usuario 16617,4432X,5835180,731,Cuenta Corriente Premium,323
Usuario 16618,3975X,1030233,370,Cuenta Corriente Premium,282
Usuario 16619,5825X,7738514,353,Cuenta Corriente Premium,52
Usuario 16620,4670X,14411801,337,Cuenta Corriente Premium,304
Usuario 16621,7811X,7416573,487,Cuenta Corriente Premium,118
Usuario 16622,9352X,13482760,406,Cuenta Corriente Premium,285
Usuario 16623,3082X,9645299,468,Cuenta Corriente Premium,361
Usuario 16624,3702X,12852840,675,Cuenta Corriente Premium,358
Usuario 16625,7868X,13235670,854,Cuenta Corriente Premium,237
Usuario 16626,9175X,3831787,484,Cuenta Corriente Premium,317
Usuario 16627,6339X,1942108,900,Cuenta Corriente Premium,78
Usuario 16628,1260X,13703128,900,Cuenta Corriente Premium,130
Usuario 16629,1430X,1114175,354,Cuenta Corriente Premium,142
Usuario 16630,6893X,12030058,898,Cuenta Corriente Premium,55
Usuario 16631,2288X,14838894,580,Cuenta Corriente Premium,223
Usuario 16632,1495X,12100470,876,Cuenta Corriente Premium,158
Usuario 16633,8571X,14841428,303,Cuenta Corriente Premium,358
Usuario 16634,6626X,2556177,447,Cuenta Corriente Premium,232
Usuario 16635,3202X,12910638,615,Cuenta Corriente Premium,32
Usuario 16636,9803X,981984,763,Cuenta Corriente Premium,46
Usuario 16637,1710X,13685000,300,Cuenta Corriente Premium,44
Usuario 16638,1331X,7071761,426,Cuenta Corriente Premium,273
Usuario 16639,1698X,14076460,867,Cuenta Corriente Premium,318
Usuario 16640,2774X,13260827,543,Cuenta Corriente Premium,393
Usuario 16641,2860X,11550980,461,Cuenta Corriente Premium,243
Usuario 16642,1701X,10252543,871,Cuenta Corriente Premium,242
Usuario 16643,2648X,13394154,871,Cuenta Corriente Premium,287
Usuario 16644,8218X,9056278,405,Cuenta Corriente Premium,41
Usuario 16645,1816X,4743238,379,Cuenta Corriente Premium,277
Usuario 16646,8473X,7089169,431,Cuenta Corriente Premium,108
Usuario 16647,8291X,646491,769,Cuenta Corriente Premium,189
Usuario 16648,6565X,5282923,688,Cuenta Corriente Premium,153
Usuario 16649,9447X,528198,788,Cuenta Corriente Premium,31
Usuario 16650,8946X,8507742,802,Cuenta Corriente Premium,177
Usuario 16651,8594X,3612238,581,Cuenta Corriente Premium,102
Usuario 16652,2188X,11846195,378,Cuenta Corriente Premium,323
Usuario 16653,1949X,14646473,886,Cuenta Corriente Premium,268
Usuario 16654,9463X,8697618,768,Cuenta Corriente Premium,267
Usuario 16655,2517X,13439304,300,Cuenta Corriente Premium,222
Usuario 16656,8067X,6222325,602,Cuenta Corriente Premium,11
Usuario 16657,4540X,6638499,551,Cuenta Corriente Premium,359
Usuario 16658,8984X,8397817,738,Cuenta Corriente Premium,250
Usuario 16659,1311X,14655532,314,Cuenta Corriente Premium,2
Usuario 16660,2950X,5056377,548,Cuenta Corriente Premium,9
Usuario 16661,5237X,1273260,377,Cuenta Corriente Premium,117
Usuario 16662,3467X,14079741,600,Cuenta Corriente Premium,95
Usuario 16663,9499X,4864220,465,Cuenta Corriente Premium,321
Usuario 16664,2623X,918222,867,Cuenta Corriente Premium,267
Usuario 16665,5737X,9458510,565,Cuenta Corriente Premium,216
Usuario 16666,2287X,12595978,843,Cuenta Corriente Premium,177
Usuario 16667,1531X,14445604,618,Cuenta Corriente Premium,344
Usuario 16668,8927X,11645492,886,Cuenta Corriente Premium,345
Usuario 16669,1399X,5344465,861,Cuenta Corriente Premium,42
Usuario 16670,6241X,2588530,505,Cuenta Corriente Premium,62
Usuario 16671,2100X,8561589,677,Cuenta Corriente Premium,116
Usuario 16672,7761X,5872835,405,Cuenta Corriente Premium,35
Usuario 16673,4641X,12353822,332,Cuenta Corriente Premium,285
Usuario 16674,4355X,11644699,492,Cuenta Corriente Premium,136
Usuario 16675,1622X,5826821,381,Cuenta Corriente Premium,238
Usuario 16676,9965X,7481027,696,Cuenta Corriente Premium,333
Usuario 16677,3160X,10161196,451,Cuenta Corriente Premium,232
Usuario 16678,6004X,2581380,534,Cuenta Corriente Premium,196
Usuario 16679,5055X,13287399,425,Cuenta Corriente Premium,397
Usuario 16680,9390X,8674010,326,Cuenta Corriente Premium,37
Usuario 16681,4924X,14602699,623,Cuenta Corriente Premium,329
Usuario 16682,1945X,12805776,576,Cuenta Corriente Premium,216
Usuario 16683,5766X,3137053,773,Cuenta Corriente Premium,202
Usuario 16684,5573X,12076154,703,Cuenta Corriente Premium,150
Usuario 16685,7935X,3903006,304,Cuenta Corriente Premium,332
Usuario 16686,8073X,6740804,312,Cuenta Corriente Premium,35
Usuario 16687,5164X,3599304,793,Cuenta Corriente Premium,353
Usuario 16688,6311X,5726692,751,Cuenta Corriente Premium,370
Usuario 16689,1613X,3640678,690,Cuenta Corriente Premium,21
Usuario 16690,9671X,14566059,552,Cuenta Corriente Premium,206
Usuario 16691,8551X,6819161,675,Cuenta Corriente Premium,6
Usuario 16692,1291X,7778050,869,Cuenta Corriente Premium,38
Usuario 16693,5457X,13287292,879,Cuenta Corriente Premium,184
Usuario 16694,7056X,7468264,316,Cuenta Corriente Premium,10
Usuario 16695,3103X,75800,783,Cuenta Corriente Premium,158
Usuario 16696,5530X,7572487,379,Cuenta Corriente Premium,206
Usuario 16697,3519X,6474422,777,Cuenta Corriente Premium,359
Usuario 16698,5091X,3202112,768,Cuenta Corriente Premium,300
Usuario 16699,2564X,12168322,680,Cuenta Corriente Premium,65
Usuario 16700,9665X,7162350,333,Cuenta Corriente Premium,172
Usuario 16701,5447X,10059730,700,Cuenta Corriente Premium,232
Usuario 16702,5587X,582942,407,Cuenta Corriente Premium,13
Usuario 16703,8553X,11540642,386,Cuenta Corriente Premium,237
Usuario 16704,4476X,2423821,665,Cuenta Corriente Premium,43
Usuario 16705,6301X,11451849,535,Cuenta Corriente Premium,22
Usuario 16706,5006X,7750082,428,Cuenta Corriente Premium,148
Usuario 16707,4885X,10110332,666,Cuenta Corriente Premium,305
Usuario 16708,8233X,14412382,598,Cuenta Corriente Premium,219
Usuario 16709,1666X,10729636,470,Cuenta Corriente Premium,162
Usuario 16710,2600X,10764669,843,Cuenta Corriente Premium,341
Usuario 16711,7420X,3463382,601,Cuenta Corriente Premium,358
Usuario 16712,7773X,11695874,801,Cuenta Corriente Premium,282
Usuario 16713,2298X,10260711,693,Cuenta Corriente Premium,234
Usuario 16714,9550X,1521562,895,Cuenta Corriente Premium,3
Usuario 16715,8590X,3046440,404,Cuenta Corriente Premium,335
Usuario 16716,6590X,14442326,460,Cuenta Corriente Premium,228
Usuario 16717,9851X,331098,621,Cuenta Corriente Premium,44
Usuario 16718,2305X,6576234,757,Cuenta Corriente Premium,76
Usuario 16719,5713X,9260513,593,Cuenta Corriente Premium,231
Usuario 16720,6768X,11192228,677,Cuenta Corriente Premium,370
Usuario 16721,1232X,1837472,655,Cuenta Corriente Premium,167
Usuario 16722,6045X,2730950,757,Cuenta Corriente Premium,237
Usuario 16723,1838X,2956229,551,Cuenta Corriente Premium,118
Usuario 16724,5463X,1086737,814,Cuenta Corriente Premium,250
Usuario 16725,2164X,7696316,365,Cuenta Corriente Premium,391
Usuario 16726,8923X,9872511,531,Cuenta Corriente Premium,12
Usuario 16727,7041X,3128774,851,Cuenta Corriente Premium,327
Usuario 16728,6573X,7143868,468,Cuenta Corriente Premium,131
Usuario 16729,7744X,12221343,574,Cuenta Corriente Premium,161
Usuario 16730,4005X,10035236,363,Cuenta Corriente Premium,172
Usuario 16731,6054X,11451956,752,Cuenta Corriente Premium,191
Usuario 16732,3981X,5805002,423,Cuenta Corriente Premium,19
Usuario 16733,4847X,1953550,816,Cuenta Corriente Premium,254
Usuario 16734,4684X,4294416,897,Cuenta Corriente Premium,100
Usuario 16735,5323X,240410,398,Cuenta Corriente Premium,54
Usuario 16736,4011X,8686247,330,Cuenta Corriente Premium,304
Usuario 16737,9204X,8889230,655,Cuenta Corriente Premium,178
Usuario 16738,8071X,11217664,857,Cuenta Corriente Premium,94
Usuario 16739,1236X,11277674,338,Cuenta Corriente Premium,72
Usuario 16740,4025X,14913616,512,Cuenta Corriente Premium,378
Usuario 16741,6630X,7211089,632,Cuenta Corriente Premium,4
Usuario 16742,7481X,9129113,622,Cuenta Corriente Premium,233
Usuario 16743,5296X,13893310,706,Cuenta Corriente Premium,299
Usuario 16744,4117X,271735,777,Cuenta Corriente Premium,242
Usuario 16745,1204X,3395705,448,Cuenta Corriente Premium,71
Usuario 16746,8892X,12981923,347,Cuenta Corriente Premium,158
Usuario 16747,1991X,4097288,703,Cuenta Corriente Premium,134
Usuario 16748,6829X,1680512,662,Cuenta Corriente Premium,301
Usuario 16749,8259X,5936132,449,Cuenta Corriente Premium,149
Usuario 16750,3801X,1437881,533,Cuenta Corriente Premium,160
Usuario 16751,1020X,13119623,772,Cuenta Corriente Premium,255
Usuario 16752,1935X,11225607,306,Cuenta Corriente Premium,129
Usuario 16753,1684X,14446356,561,Cuenta Corriente Premium,378
Usuario 16754,4704X,1552838,330,Cuenta Corriente Premium,180
Usuario 16755,6695X,13387042,367,Cuenta Corriente Premium,138
Usuario 16756,6371X,12838045,772,Cuenta Corriente Premium,13
Usuario 16757,2881X,10715688,856,Cuenta Corriente Premium,363
Usuario 16758,8129X,6731459,702,Cuenta Corriente Premium,324
Usuario 16759,4689X,2182747,425,Cuenta Corriente Premium,363
Usuario 16760,2945X,9572843,394,Cuenta Corriente Premium,285
Usuario 16761,7186X,11849790,424,Cuenta Corriente Premium,13
Usuario 16762,5515X,1039256,536,Cuenta Corriente Premium,18
Usuario 16763,2796X,13494787,613,Cuenta Corriente Premium,314
Usuario 16764,7001X,8395825,595,Cuenta Corriente Premium,377
Usuario 16765,3739X,7356608,718,Cuenta Corriente Premium,221
Usuario 16766,3642X,12026735,448,Cuenta Corriente Premium,298
Usuario 16767,8211X,7651546,326,Cuenta Corriente Premium,163
Usuario 16768,9638X,627843,517,Cuenta Corriente Premium,178
Usuario 16769,2144X,2817923,592,Cuenta Corriente Premium,340
Usuario 16770,8652X,3259834,634,Cuenta Corriente Premium,109
Usuario 16771,1720X,9778161,401,Cuenta Corriente Premium,145
Usuario 16772,5794X,10382764,891,Cuenta Corriente Premium,223
Usuario 16773,5156X,11055496,530,Cuenta Corriente Premium,304
Usuario 16774,4357X,1523651,482,Cuenta Corriente Premium,198
Usuario 16775,3994X,8951630,409,Cuenta Corriente Premium,317
Usuario 16776,6592X,3368451,332,Cuenta Corriente Premium,382
Usuario 16777,7134X,8009649,304,Cuenta Corriente Premium,330
Usuario 16778,5107X,6769864,518,Cuenta Corriente Premium,256
Usuario 16779,3594X,8480763,321,Cuenta Corriente Premium,305
Usuario 16780,3356X,11720971,342,Cuenta Corriente Premium,81
Usuario 16781,1083X,8314678,339,Cuenta Corriente Premium,165
Usuario 16782,1525X,8445061,799,Cuenta Corriente Premium,378
Usuario 16783,2793X,8412811,499,Cuenta Corriente Premium,144
Usuario 16784,3941X,907398,461,Cuenta Corriente Premium,346
Usuario 16785,7790X,4539965,532,Cuenta Corriente Premium,389
Usuario 16786,5500X,3684972,325,Cuenta Corriente Premium,303
Usuario 16787,4957X,1094945,895,Cuenta Corriente Premium,110
Usuario 16788,4090X,10221969,472,Cuenta Corriente Premium,329
Usuario 16789,9391X,2508412,781,Cuenta Corriente Premium,32
Usuario 16790,3649X,4610614,521,Cuenta Corriente Premium,387
Usuario 16791,5978X,4079652,630,Cuenta Corriente Premium,378
Usuario 16792,5172X,9865877,800,Cuenta Corriente Premium,264
Usuario 16793,8110X,9971959,754,Cuenta Corriente Premium,360
Usuario 16794,5767X,6372972,610,Cuenta Corriente Premium,341
Usuario 16795,5487X,10459482,490,Cuenta Corriente Premium,341
Usuario 16796,3180X,14334792,631,Cuenta Corriente Premium,159
Usuario 16797,9836X,12195156,683,Cuenta Corriente Premium,270
Usuario 16798,3595X,7637255,549,Cuenta Corriente Premium,329
Usuario 16799,7832X,1418574,494,Cuenta Corriente Premium,8
Usuario 16800,7512X,11149503,398,Cuenta Corriente Premium,332
Usuario 16801,9774X,14265273,439,Cuenta Corriente Premium,70
Usuario 16802,2882X,12932769,473,Cuenta Corriente Premium,362
Usuario 16803,1018X,14647659,448,Cuenta Corriente Premium,322
Usuario 16804,5225X,9320871,353,Cuenta Corriente Premium,293
Usuario 16805,7830X,8824331,773,Cuenta Corriente Premium,21
Usuario 16806,3513X,5216409,419,Cuenta Corriente Premium,103
Usuario 16807,4197X,2834967,509,Cuenta Corriente Premium,345
Usuario 16808,8009X,2012636,475,Cuenta Corriente Premium,208
Usuario 16809,5806X,2346947,434,Cuenta Corriente Premium,101
Usuario 16810,1808X,4018991,750,Cuenta Corriente Premium,152
Usuario 16811,3085X,14732665,625,Cuenta Corriente Premium,111
Usuario 16812,9390X,14772231,451,Cuenta Corriente Premium,323
Usuario 16813,5308X,2934054,819,Cuenta Corriente Premium,195
Usuario 16814,6692X,9305097,477,Cuenta Corriente Premium,144
Usuario 16815,4563X,3539368,899,Cuenta Corriente Premium,238
Usuario 16816,4671X,12121891,375,Cuenta Corriente Premium,214
Usuario 16817,9801X,4877273,608,Cuenta Corriente Premium,96
Usuario 16818,1326X,4362775,368,Cuenta Corriente Premium,10
Usuario 16819,5879X,7683885,528,Cuenta Corriente Premium,118
Usuario 16820,1379X,8922338,655,Cuenta Corriente Premium,252
Usuario 16821,3840X,2007467,628,Cuenta Corriente Premium,312
Usuario 16822,3127X,3668763,566,Cuenta Corriente Premium,181
Usuario 16823,2785X,9848998,525,Cuenta Corriente Premium,105
Usuario 16824,8971X,12428159,734,Cuenta Corriente Premium,143
Usuario 16825,2358X,14073978,363,Cuenta Corriente Premium,320
Usuario 16826,2165X,3463339,717,Cuenta Corriente Premium,308
Usuario 16827,4410X,2841239,374,Cuenta Corriente Premium,386
Usuario 16828,6707X,7729375,395,Cuenta Corriente Premium,84
Usuario 16829,3356X,1281440,719,Cuenta Corriente Premium,168
Usuario 16830,6699X,1109545,429,Cuenta Corriente Premium,45
Usuario 16831,8528X,12512171,343,Cuenta Corriente Premium,8
Usuario 16832,2995X,4265705,380,Cuenta Corriente Premium,288
Usuario 16833,2216X,5258302,426,Cuenta Corriente Premium,173
Usuario 16834,6253X,11753342,865,Cuenta Corriente Premium,387
Usuario 16835,9955X,6358277,378,Cuenta Corriente Premium,154
Usuario 16836,8856X,3640719,349,Cuenta Corriente Premium,141
Usuario 16837,9982X,1898321,541,Cuenta Corriente Premium,228
Usuario 16838,8809X,14542160,320,Cuenta Corriente Premium,239
Usuario 16839,1652X,14845716,713,Cuenta Corriente Premium,252
Usuario 16840,9402X,11993062,662,Cuenta Corriente Premium,192
Usuario 16841,6883X,4206664,889,Cuenta Corriente Premium,394
Usuario 16842,1764X,3541523,671,Cuenta Corriente Premium,37
Usuario 16843,6948X,14395697,359,Cuenta Corriente Premium,201
Usuario 16844,4412X,6885572,801,Cuenta Corriente Premium,112
Usuario 16845,8047X,13048881,881,Cuenta Corriente Premium,381
Usuario 16846,5340X,10838263,361,Cuenta Corriente Premium,333
Usuario 16847,6656X,9216044,375,Cuenta Corriente Premium,147
Usuario 16848,8705X,13372489,475,Cuenta Corriente Premium,95
Usuario 16849,9013X,13988724,586,Cuenta Corriente Premium,186
Usuario 16850,4711X,11242263,895,Cuenta Corriente Premium,372
Usuario 16851,7201X,10919754,851,Cuenta Corriente Premium,175
Usuario 16852,1646X,4569997,703,Cuenta Corriente Premium,102
Usuario 16853,3202X,1925157,847,Cuenta Corriente Premium,166
Usuario 16854,5027X,9071401,708,Cuenta Corriente Premium,181
Usuario 16855,6550X,8775211,592,Cuenta Corriente Premium,18
Usuario 16856,8173X,13502855,304,Cuenta Corriente Premium,185
Usuario 16857,5040X,1481191,409,Cuenta Corriente Premium,214
Usuario 16858,2453X,10279827,804,Cuenta Corriente Premium,209
Usuario 16859,6578X,10220083,431,Cuenta Corriente Premium,270
Usuario 16860,6128X,2137725,386,Cuenta Corriente Premium,301
Usuario 16861,8627X,10844842,434,Cuenta Corriente Premium,10
Usuario 16862,3047X,7852438,429,Cuenta Corriente Premium,170
Usuario 16863,9697X,10579593,341,Cuenta Corriente Premium,177
Usuario 16864,8249X,3679861,875,Cuenta Corriente Premium,352
Usuario 16865,2186X,12238605,481,Cuenta Corriente Premium,196
Usuario 16866,6914X,4699763,303,Cuenta Corriente Premium,285
Usuario 16867,4737X,3334663,355,Cuenta Corriente Premium,28
Usuario 16868,2451X,456235,373,Cuenta Corriente Premium,301
Usuario 16869,2443X,7589478,493,Cuenta Corriente Premium,316
Usuario 16870,5307X,549068,399,Cuenta Corriente Premium,214
Usuario 16871,3081X,14182600,551,Cuenta Corriente Premium,307
Usuario 16872,6324X,12068629,888,Cuenta Corriente Premium,266
Usuario 16873,7264X,498552,305,Cuenta Corriente Premium,73
Usuario 16874,8860X,13668407,634,Cuenta Corriente Premium,320
Usuario 16875,4150X,9433159,862,Cuenta Corriente Premium,283
Usuario 16876,7926X,8517318,321,Cuenta Corriente Premium,42
Usuario 16877,7709X,1012937,627,Cuenta Corriente Premium,336
Usuario 16878,8305X,8371647,773,Cuenta Corriente Premium,116
Usuario 16879,5226X,3910162,359,Cuenta Corriente Premium,98
Usuario 16880,8514X,8969021,655,Cuenta Corriente Premium,14
Usuario 16881,6509X,3357561,727,Cuenta Corriente Premium,49
Usuario 16882,9180X,1117145,558,Cuenta Corriente Premium,176
Usuario 16883,6248X,10109746,736,Cuenta Corriente Premium,118
Usuario 16884,1783X,1152928,575,Cuenta Corriente Premium,251
Usuario 16885,9828X,3323428,437,Cuenta Corriente Premium,18
Usuario 16886,1404X,14183179,343,Cuenta Corriente Premium,147
Usuario 16887,2674X,761010,558,Cuenta Corriente Premium,127
Usuario 16888,4848X,12101394,798,Cuenta Corriente Premium,219
Usuario 16889,8077X,9556623,506,Cuenta Corriente Premium,16
Usuario 16890,9239X,1313848,867,Cuenta Corriente Premium,161
Usuario 16891,2291X,6320735,771,Cuenta Corriente Premium,204
Usuario 16892,3741X,10400209,725,Cuenta Corriente Premium,215
Usuario 16893,9524X,1956251,690,Cuenta Corriente Premium,100
Usuario 16894,2415X,4897558,693,Cuenta Corriente Premium,342
Usuario 16895,9236X,2656246,472,Cuenta Corriente Premium,134
Usuario 16896,6201X,3732773,529,Cuenta Corriente Premium,203
Usuario 16897,8640X,5836600,317,Cuenta Corriente Premium,353
Usuario 16898,6223X,3208388,617,Cuenta Corriente Premium,241
Usuario 16899,5844X,6566899,653,Cuenta Corriente Premium,367
Usuario 16900,5271X,12406234,379,Cuenta Corriente Premium,146
Usuario 16901,6424X,14857169,430,Cuenta Corriente Premium,254
Usuario 16902,5378X,6180811,326,Cuenta Corriente Premium,46
Usuario 16903,4195X,1225930,646,Cuenta Corriente Premium,352
Usuario 16904,5310X,13836959,785,Cuenta Corriente Premium,39
Usuario 16905,9622X,9626034,708,Cuenta Corriente Premium,58
Usuario 16906,3367X,12787147,848,Cuenta Corriente Premium,92
Usuario 16907,8466X,3391553,855,Cuenta Corriente Premium,367
Usuario 16908,7982X,5818558,599,Cuenta Corriente Premium,245
Usuario 16909,6212X,5864462,719,Cuenta Corriente Premium,398
Usuario 16910,6361X,2678295,513,Cuenta Corriente Premium,132
Usuario 16911,4899X,7976975,675,Cuenta Corriente Premium,31
Usuario 16912,8400X,6055174,894,Cuenta Corriente Premium,160
Usuario 16913,8927X,7339574,345,Cuenta Corriente Premium,129
Usuario 16914,8994X,9657511,791,Cuenta Corriente Premium,96
Usuario 16915,8604X,8209240,847,Cuenta Corriente Premium,56
Usuario 16916,5359X,14635335,730,Cuenta Corriente Premium,249
Usuario 16917,6287X,5679390,363,Cuenta Corriente Premium,362
Usuario 16918,3162X,7421975,332,Cuenta Corriente Premium,400
Usuario 16919,3556X,10130379,483,Cuenta Corriente Premium,258
Usuario 16920,6026X,8831920,650,Cuenta Corriente Premium,317
Usuario 16921,7980X,6498069,546,Cuenta Corriente Premium,235
Usuario 16922,7522X,2569632,516,Cuenta Corriente Premium,395
Usuario 16923,1036X,13542487,731,Cuenta Corriente Premium,220
Usuario 16924,6741X,14762070,323,Cuenta Corriente Premium,175
Usuario 16925,2692X,14062734,309,Cuenta Corriente Premium,88
Usuario 16926,7099X,9726505,677,Cuenta Corriente Premium,296
Usuario 16927,8451X,3920464,752,Cuenta Corriente Premium,355
Usuario 16928,1341X,642294,646,Cuenta Corriente Premium,154
Usuario 16929,8037X,2376083,302,Cuenta Corriente Premium,220
Usuario 16930,3186X,8649610,597,Cuenta Corriente Premium,392
Usuario 16931,6163X,6469433,520,Cuenta Corriente Premium,257
Usuario 16932,9703X,11670573,554,Cuenta Corriente Premium,46
Usuario 16933,9097X,4733237,633,Cuenta Corriente Premium,340
Usuario 16934,9830X,9380699,573,Cuenta Corriente Premium,282
Usuario 16935,4898X,1419702,619,Cuenta Corriente Premium,301
Usuario 16936,3921X,1362330,836,Cuenta Corriente Premium,384
Usuario 16937,7751X,3300296,474,Cuenta Corriente Premium,330
Usuario 16938,9601X,11741918,809,Cuenta Corriente Premium,201
Usuario 16939,6662X,11585195,621,Cuenta Corriente Premium,322
Usuario 16940,3809X,14970136,670,Cuenta Corriente Premium,378
Usuario 16941,5117X,10464167,370,Cuenta Corriente Premium,175
Usuario 16942,2480X,6565064,305,Cuenta Corriente Premium,398
Usuario 16943,6939X,6523477,830,Cuenta Corriente Premium,6
Usuario 16944,1963X,1153593,582,Cuenta Corriente Premium,108
Usuario 16945,5803X,9479675,523,Cuenta Corriente Premium,355
Usuario 16946,4066X,5716046,468,Cuenta Corriente Premium,279
Usuario 16947,5354X,12436989,485,Cuenta Corriente Premium,355
Usuario 16948,7373X,3390244,457,Cuenta Corriente Premium,138
Usuario 16949,4637X,752693,356,Cuenta Corriente Premium,291
Usuario 16950,9583X,11211301,735,Cuenta Corriente Premium,219
Usuario 16951,6320X,3486477,712,Cuenta Corriente Premium,89
Usuario 16952,6798X,9659453,373,Cuenta Corriente Premium,287
Usuario 16953,3727X,11734367,865,Cuenta Corriente Premium,65
Usuario 16954,7091X,4374113,894,Cuenta Corriente Premium,15
Usuario 16955,2592X,14291254,434,Cuenta Corriente Premium,136
Usuario 16956,2615X,14427198,497,Cuenta Corriente Premium,259
Usuario 16957,8496X,13007440,588,Cuenta Corriente Premium,75
Usuario 16958,3816X,2676653,339,Cuenta Corriente Premium,119
Usuario 16959,2073X,4781668,570,Cuenta Corriente Premium,157
Usuario 16960,7302X,7922849,434,Cuenta Corriente Premium,269
Usuario 16961,2026X,5257269,509,Cuenta Corriente Premium,310
Usuario 16962,1552X,10119827,461,Cuenta Corriente Premium,16
Usuario 16963,4292X,11999314,559,Cuenta Corriente Premium,90
Usuario 16964,3163X,1063613,650,Cuenta Corriente Premium,267
Usuario 16965,9352X,1191895,473,Cuenta Corriente Premium,1
Usuario 16966,4936X,1906612,647,Cuenta Corriente Premium,133
Usuario 16967,4079X,10447865,437,Cuenta Corriente Premium,271
Usuario 16968,4414X,2158497,467,Cuenta Corriente Premium,220
Usuario 16969,3088X,11276178,427,Cuenta Corriente Premium,330
Usuario 16970,5464X,4344075,311,Cuenta Corriente Premium,372
Usuario 16971,7985X,2137520,600,Cuenta Corriente Premium,271
Usuario 16972,7052X,8047472,359,Cuenta Corriente Premium,32
Usuario 16973,5521X,7679265,383,Cuenta Corriente Premium,114
Usuario 16974,5734X,13985853,714,Cuenta Corriente Premium,119
Usuario 16975,4625X,10653186,399,Cuenta Corriente Premium,263
Usuario 16976,1551X,12978869,452,Cuenta Corriente Premium,281
Usuario 16977,8251X,11020808,392,Cuenta Corriente Premium,221
Usuario 16978,9271X,2821697,523,Cuenta Corriente Premium,173
Usuario 16979,3807X,8164736,837,Cuenta Corriente Premium,14
Usuario 16980,1716X,14236295,381,Cuenta Corriente Premium,285
Usuario 16981,4810X,2213797,669,Cuenta Corriente Premium,264
Usuario 16982,5857X,8399950,374,Cuenta Corriente Premium,173
Usuario 16983,5385X,3913662,668,Cuenta Corriente Premium,210
Usuario 16984,3624X,11473878,550,Cuenta Corriente Premium,221
Usuario 16985,2000X,5420982,380,Cuenta Corriente Premium,171
Usuario 16986,4636X,4728837,607,Cuenta Corriente Premium,353
Usuario 16987,8906X,12659670,699,Cuenta Corriente Premium,255
Usuario 16988,8204X,9507013,725,Cuenta Corriente Premium,41
