Nombre_Cliente,ID_Asociado,Saldo_Cuenta,Score_DICOM_Simulado,Oferta_Comercial_Asignada,Dias_Desde_Ultima_Clave
Usuario 18732,1695X,263153,598,Cuenta Corriente Premium,86
Usuario 18733,8641X,4392563,566,Cuenta Corriente Premium,177
Usuario 18734,1954X,5738824,438,Cuenta Corriente Premium,320
Usuario 18735,4132X,11952168,704,Cuenta Corriente Premium,52
Usuario 18736,1423X,2968999,758,Cuenta Corriente Premium,261
Usuario 18737,6711X,11705943,794,Cuenta Corriente Premium,230
Usuario 18738,7533X,5420484,558,Cuenta Corriente Premium,316
Usuario 18739,8290X,11446454,548,Cuenta Corriente Premium,20
Usuario 18740,9195X,14148841,513,Cuenta Corriente Premium,334
Usuario 18741,3244X,6559465,570,Cuenta Corriente Premium,354
Usuario 18742,9044X,6721047,308,Cuenta Corriente Premium,13
Usuario 18743,6286X,8707767,676,Cuenta Corriente Premium,173
Usuario 18744,6595X,3210135,785,Cuenta Corriente Premium,277
Usuario 18745,8521X,8311812,871,Cuenta Corriente Premium,39
Usuario 18746,4591X,12639700,827,Cuenta Corriente Premium,82
Usuario 18747,5081X,10952644,648,Cuenta Corriente Premium,389
Usuario 18748,4340X,726733,347,Cuenta Corriente Premium,105
Usuario 18749,6247X,14486838,679,Cuenta Corriente Premium,228
Usuario 18750,2505X,12512761,501,Cuenta Corriente Premium,197
Usuario 18751,8736X,8239731,730,Cuenta Corriente Premium,124
Usuario 18752,1169X,13971610,705,Cuenta Corriente Premium,175
Usuario 18753,1098X,881496,558,Cuenta Corriente Premium,145
Usuario 18754,8781X,13598124,730,Cuenta Corriente Premium,324
Usuario 18755,1590X,5687264,861,Cuenta Corriente Premium,217
Usuario 18756,3245X,12436998,716,Cuenta Corriente Premium,346
Usuario 18757,3221X,2962091,754,Cuenta Corriente Premium,269
Usuario 18758,5922X,14215352,371,Cuenta Corriente Premium,61
Usuario 18759,1034X,9419834,677,Cuenta Corriente Premium,118
Usuario 18760,9694X,8714283,754,Cuenta Corriente Premium,97
Usuario 18761,8304X,8059343,601,Cuenta Corriente Premium,196
Usuario 18762,1314X,4714675,444,Cuenta Corriente Premium,174
Usuario 18763,9847X,10454501,411,Cuenta Corriente Premium,118
Usuario 18764,4287X,13330105,770,Cuenta Corriente Premium,40
Usuario 18765,1884X,8528739,494,Cuenta Corriente Premium,371
Usuario 18766,9537X,11307679,477,Cuenta Corriente Premium,277
Usuario 18767,7693X,8008068,894,Cuenta Corriente Premium,393
Usuario 18768,1386X,10637742,574,Cuenta Corriente Premium,63
Usuario 18769,1089X,3866164,630,Cuenta Corriente Premium,178
Usuario 18770,6567X,13899544,740,Cuenta Corriente Premium,41
Usuario 18771,2630X,1184273,313,Cuenta Corriente Premium,154
Usuario 18772,7221X,7061885,402,Cuenta Corriente Premium,262
Usuario 18773,9768X,980072,795,Cuenta Corriente Premium,175
Usuario 18774,9199X,11078497,898,Cuenta Corriente Premium,22
Usuario 18775,6183X,13419413,601,Cuenta Corriente Premium,215
Usuario 18776,3965X,8054278,512,Cuenta Corriente Premium,323
Usuario 18777,8623X,5190097,379,Cuenta Corriente Premium,87
Usuario 18778,7151X,3682985,532,Cuenta Corriente Premium,115
Usuario 18779,3025X,3718604,535,Cuenta Corriente Premium,122
Usuario 18780,6135X,14189991,577,Cuenta Corriente Premium,2
Usuario 18781,2864X,4257973,700,Cuenta Corriente Premium,364
Usuario 18782,9086X,3700207,566,Cuenta Corriente Premium,371
Usuario 18783,9874X,9155312,649,Cuenta Corriente Premium,145
Usuario 18784,5351X,9746650,328,Cuenta Corriente Premium,34
Usuario 18785,6951X,5630930,324,Cuenta Corriente Premium,379
Usuario 18786,7451X,10839414,368,Cuenta Corriente Premium,294
Usuario 18787,4226X,8435978,575,Cuenta Corriente Premium,31
Usuario 18788,8864X,13500189,309,Cuenta Corriente Premium,381
Usuario 18789,6945X,8788929,846,Cuenta Corriente Premium,30
Usuario 18790,1526X,10695587,331,Cuenta Corriente Premium,117
Usuario 18791,7165X,11262877,705,Cuenta Corriente Premium,197
Usuario 18792,3876X,12897421,364,Cuenta Corriente Premium,206
Usuario 18793,3260X,11432783,385,Cuenta Corriente Premium,288
Usuario 18794,5203X,5401383,400,Cuenta Corriente Premium,262
Usuario 18795,2088X,94606,703,Cuenta Corriente Premium,11
Usuario 18796,9541X,4272582,707,Cuenta Corriente Premium,109
Usuario 18797,8093X,10910318,703,Cuenta Corriente Premium,23
Usuario 18798,9920X,1535787,897,Cuenta Corriente Premium,10
Usuario 18799,7088X,2191885,493,Cuenta Corriente Premium,27
Usuario 18800,8998X,8627633,775,Cuenta Corriente Premium,103
Usuario 18801,4856X,2369429,547,Cuenta Corriente Premium,216
Usuario 18802,5420X,6349914,502,Cuenta Corriente Premium,148
Usuario 18803,4873X,13025486,521,Cuenta Corriente Premium,364
Usuario 18804,3333X,2207352,500,Cuenta Corriente Premium,257
Usuario 18805,3851X,14029068,824,Cuenta Corriente Premium,162
Usuario 18806,6878X,14654384,396,Cuenta Corriente Premium,128
Usuario 18807,3331X,10652025,398,Cuenta Corriente Premium,29
Usuario 18808,7333X,1464592,390,Cuenta Corriente Premium,298
Usuario 18809,8363X,1038109,336,Cuenta Corriente Premium,33
Usuario 18810,8513X,8646542,463,Cuenta Corriente Premium,243
Usuario 18811,1526X,2519096,838,Cuenta Corriente Premium,249
Usuario 18812,5198X,13465777,644,Cuenta Corriente Premium,239
Usuario 18813,2925X,3696098,828,Cuenta Corriente Premium,14
Usuario 18814,1001X,3874549,307,Cuenta Corriente Premium,144
Usuario 18815,6073X,3275202,642,Cuenta Corriente Premium,118
Usuario 18816,6996X,14289738,423,Cuenta Corriente Premium,264
Usuario 18817,3896X,2082782,653,Cuenta Corriente Premium,218
Usuario 18818,4368X,10057537,320,Cuenta Corriente Premium,349
Usuario 18819,4937X,12073087,395,Cuenta Corriente Premium,399
Usuario 18820,7315X,1197844,567,Cuenta Corriente Premium,384
Usuario 18821,9423X,10595670,466,Cuenta Corriente Premium,106
Usuario 18822,4100X,13809062,860,Cuenta Corriente Premium,27
Usuario 18823,3325X,3246684,813,Cuenta Corriente Premium,214
Usuario 18824,2480X,3580549,383,Cuenta Corriente Premium,5
Usuario 18825,4718X,10071232,803,Cuenta Corriente Premium,399
Usuario 18826,9844X,6264421,513,Cuenta Corriente Premium,140
Usuario 18827,3103X,5471529,738,Cuenta Corriente Premium,195
Usuario 18828,7782X,4331980,611,Cuenta Corriente Premium,176
Usuario 18829,4398X,8415824,799,Cuenta Corriente Premium,290
Usuario 18830,8693X,8234456,748,Cuenta Corriente Premium,357
Usuario 18831,2236X,6878418,488,Cuenta Corriente Premium,69
Usuario 18832,1923X,8063835,697,Cuenta Corriente Premium,96
Usuario 18833,5329X,11528917,890,Cuenta Corriente Premium,193
Usuario 18834,3384X,8078326,754,Cuenta Corriente Premium,255
Usuario 18835,7589X,4049403,608,Cuenta Corriente Premium,156
Usuario 18836,8795X,1990235,353,Cuenta Corriente Premium,271
Usuario 18837,8929X,2110028,483,Cuenta Corriente Premium,164
Usuario 18838,4396X,12026118,703,Cuenta Corriente Premium,353
Usuario 18839,7598X,8606350,319,Cuenta Corriente Premium,82
Usuario 18840,6463X,3606708,373,Cuenta Corriente Premium,71
Usuario 18841,1314X,5224657,653,Cuenta Corriente Premium,121
Usuario 18842,3308X,12346296,890,Cuenta Corriente Premium,328
Usuario 18843,5499X,696145,478,Cuenta Corriente Premium,113
Usuario 18844,2165X,6441774,697,Cuenta Corriente Premium,386
Usuario 18845,3146X,1827600,749,Cuenta Corriente Premium,224
Usuario 18846,6412X,7006389,700,Cuenta Corriente Premium,46
Usuario 18847,7470X,11664548,893,Cuenta Corriente Premium,186
Usuario 18848,6416X,4563250,571,Cuenta Corriente Premium,367
Usuario 18849,3656X,14863317,417,Cuenta Corriente Premium,149
Usuario 18850,1349X,4980211,398,Cuenta Corriente Premium,284
Usuario 18851,7572X,8233224,862,Cuenta Corriente Premium,292
Usuario 18852,2488X,13395185,516,Cuenta Corriente Premium,177
Usuario 18853,6573X,10810692,790,Cuenta Corriente Premium,307
Usuario 18854,5877X,1866965,742,Cuenta Corriente Premium,268
Usuario 18855,3623X,8166278,452,Cuenta Corriente Premium,3
Usuario 18856,7723X,10638941,880,Cuenta Corriente Premium,223
Usuario 18857,6453X,2883866,365,Cuenta Corriente Premium,343
Usuario 18858,7797X,9158335,350,Cuenta Corriente Premium,47
Usuario 18859,1149X,9555587,734,Cuenta Corriente Premium,291
Usuario 18860,4673X,12989908,650,Cuenta Corriente Premium,242
Usuario 18861,3419X,2385360,592,Cuenta Corriente Premium,322
Usuario 18862,8032X,8170593,550,Cuenta Corriente Premium,256
Usuario 18863,1624X,7237885,545,Cuenta Corriente Premium,346
Usuario 18864,7835X,13031245,656,Cuenta Corriente Premium,101
Usuario 18865,5467X,12246327,631,Cuenta Corriente Premium,325
Usuario 18866,5205X,412603,646,Cuenta Corriente Premium,43
Usuario 18867,3382X,2928248,762,Cuenta Corriente Premium,395
Usuario 18868,6239X,11399355,772,Cuenta Corriente Premium,14
Usuario 18869,9930X,1221897,788,Cuenta Corriente Premium,80
Usuario 18870,6813X,14519756,552,Cuenta Corriente Premium,163
Usuario 18871,5913X,13197997,741,Cuenta Corriente Premium,220
Usuario 18872,6332X,7023713,646,Cuenta Corriente Premium,106
Usuario 18873,5522X,4623768,361,Cuenta Corriente Premium,283
Usuario 18874,2297X,13759725,330,Cuenta Corriente Premium,116
Usuario 18875,9237X,3956636,771,Cuenta Corriente Premium,82
Usuario 18876,5188X,11523957,442,Cuenta Corriente Premium,246
Usuario 18877,5313X,9893698,345,Cuenta Corriente Premium,308
Usuario 18878,3587X,8705084,384,Cuenta Corriente Premium,160
Usuario 18879,2936X,5399775,721,Cuenta Corriente Premium,277
Usuario 18880,4013X,10720141,707,Cuenta Corriente Premium,387
Usuario 18881,3442X,3580030,402,Cuenta Corriente Premium,349
Usuario 18882,4555X,8935787,348,Cuenta Corriente Premium,148
Usuario 18883,6634X,14328406,447,Cuenta Corriente Premium,126
Usuario 18884,5817X,2404361,752,Cuenta Corriente Premium,341
Usuario 18885,9071X,8553292,620,Cuenta Corriente Premium,363
Usuario 18886,4591X,8266951,460,Cuenta Corriente Premium,9
Usuario 18887,9700X,13039705,700,Cuenta Corriente Premium,176
Usuario 18888,4300X,12886706,484,Cuenta Corriente Premium,338
Usuario 18889,2082X,2805669,322,Cuenta Corriente Premium,72
Usuario 18890,8663X,13939813,713,Cuenta Corriente Premium,319
Usuario 18891,7929X,4265813,626,Cuenta Corriente Premium,160
Usuario 18892,4190X,14708190,757,Cuenta Corriente Premium,118
Usuario 18893,1465X,7384574,785,Cuenta Corriente Premium,212
Usuario 18894,2587X,4374080,860,Cuenta Corriente Premium,136
Usuario 18895,9256X,8285059,828,Cuenta Corriente Premium,371
Usuario 18896,9531X,2024480,333,Cuenta Corriente Premium,74
Usuario 18897,2383X,4009128,521,Cuenta Corriente Premium,78
Usuario 18898,7083X,3484410,854,Cuenta Corriente Premium,146
Usuario 18899,8668X,10205180,720,Cuenta Corriente Premium,256
Usuario 18900,2496X,9881136,541,Cuenta Corriente Premium,36
Usuario 18901,4926X,984584,814,Cuenta Corriente Premium,36
Usuario 18902,1461X,1908309,796,Cuenta Corriente Premium,168
Usuario 18903,8389X,8450065,710,Cuenta Corriente Premium,260
Usuario 18904,7817X,5040886,471,Cuenta Corriente Premium,95
Usuario 18905,5599X,2969635,407,Cuenta Corriente Premium,50
Usuario 18906,2374X,9516594,420,Cuenta Corriente Premium,122
Usuario 18907,4882X,1909983,680,Cuenta Corriente Premium,183
Usuario 18908,8112X,2971215,414,Cuenta Corriente Premium,134
Usuario 18909,3256X,8506647,489,Cuenta Corriente Premium,374
Usuario 18910,9564X,11894053,339,Cuenta Corriente Premium,45
Usuario 18911,3545X,12097694,346,Cuenta Corriente Premium,121
Usuario 18912,6366X,10342460,756,Cuenta Corriente Premium,12
Usuario 18913,6076X,4713742,401,Cuenta Corriente Premium,306
Usuario 18914,6585X,10776083,301,Cuenta Corriente Premium,364
Usuario 18915,7145X,13248386,570,Cuenta Corriente Premium,151
Usuario 18916,3708X,8380979,740,Cuenta Corriente Premium,52
Usuario 18917,9486X,9130796,792,Cuenta Corriente Premium,378
Usuario 18918,3881X,2784029,849,Cuenta Corriente Premium,285
Usuario 18919,3984X,13010157,853,Cuenta Corriente Premium,328
Usuario 18920,8865X,4908102,545,Cuenta Corriente Premium,19
Usuario 18921,1288X,1183177,499,Cuenta Corriente Premium,239
Usuario 18922,8119X,5287445,464,Cuenta Corriente Premium,287
Usuario 18923,4561X,4398839,630,Cuenta Corriente Premium,211
Usuario 18924,3383X,5379702,771,Cuenta Corriente Premium,103
Usuario 18925,4716X,9377212,388,Cuenta Corriente Premium,240
Usuario 18926,4131X,10573313,562,Cuenta Corriente Premium,67
Usuario 18927,2245X,9268673,433,Cuenta Corriente Premium,390
Usuario 18928,7983X,5462411,699,Cuenta Corriente Premium,25
Usuario 18929,2168X,13306038,403,Cuenta Corriente Premium,145
Usuario 18930,8152X,11478054,580,Cuenta Corriente Premium,326
Usuario 18931,1944X,12095738,383,Cuenta Corriente Premium,150
Usuario 18932,3496X,5590030,790,Cuenta Corriente Premium,363
Usuario 18933,1746X,12103283,455,Cuenta Corriente Premium,295
Usuario 18934,2791X,14298915,423,Cuenta Corriente Premium,198
Usuario 18935,3376X,5357824,490,Cuenta Corriente Premium,40
Usuario 18936,5951X,10395341,754,Cuenta Corriente Premium,211
Usuario 18937,9509X,9696696,595,Cuenta Corriente Premium,172
Usuario 18938,2034X,163019,874,Cuenta Corriente Premium,156
Usuario 18939,5153X,7792490,812,Cuenta Corriente Premium,25
Usuario 18940,1528X,11228883,852,Cuenta Corriente Premium,111
Usuario 18941,8056X,10698749,474,Cuenta Corriente Premium,329
Usuario 18942,2368X,14453129,349,Cuenta Corriente Premium,315
Usuario 18943,7778X,1314035,665,Cuenta Corriente Premium,55
Usuario 18944,4330X,2989997,584,Cuenta Corriente Premium,221
Usuario 18945,3976X,1599562,744,Cuenta Corriente Premium,150
Usuario 18946,4765X,12814382,587,Cuenta Corriente Premium,226
Usuario 18947,9350X,484247,352,Cuenta Corriente Premium,286
Usuario 18948,4386X,4264497,315,Cuenta Corriente Premium,145
Usuario 18949,8588X,3390583,497,Cuenta Corriente Premium,7
Usuario 18950,3966X,5998310,472,Cuenta Corriente Premium,108
Usuario 18951,3536X,8323108,326,Cuenta Corriente Premium,282
Usuario 18952,5632X,3451557,752,Cuenta Corriente Premium,175
Usuario 18953,2544X,8725113,423,Cuenta Corriente Premium,116
Usuario 18954,8828X,255835,364,Cuenta Corriente Premium,388
Usuario 18955,4639X,2823306,542,Cuenta Corriente Premium,253
Usuario 18956,8723X,6056885,488,Cuenta Corriente Premium,324
Usuario 18957,9933X,11970759,808,Cuenta Corriente Premium,211
Usuario 18958,1084X,10917005,649,Cuenta Corriente Premium,240
Usuario 18959,4011X,7816470,723,Cuenta Corriente Premium,392
Usuario 18960,5809X,6613937,521,Cuenta Corriente Premium,245
Usuario 18961,1881X,10589342,734,Cuenta Corriente Premium,331
Usuario 18962,8374X,14257767,668,Cuenta Corriente Premium,46
Usuario 18963,8475X,370595,878,Cuenta Corriente Premium,183
Usuario 18964,2324X,6920507,629,Cuenta Corriente Premium,154
Usuario 18965,3425X,10534258,316,Cuenta Corriente Premium,398
Usuario 18966,7198X,13260075,334,Cuenta Corriente Premium,156
Usuario 18967,9214X,4659609,333,Cuenta Corriente Premium,187
Usuario 18968,6883X,7064617,664,Cuenta Corriente Premium,303
Usuario 18969,1942X,3300547,744,Cuenta Corriente Premium,140
Usuario 18970,7922X,4988372,806,Cuenta Corriente Premium,42
Usuario 18971,7826X,4654564,721,Cuenta Corriente Premium,373
Usuario 18972,5746X,11002204,467,Cuenta Corriente Premium,21
Usuario 18973,8647X,3309402,580,Cuenta Corriente Premium,54
Usuario 18974,6942X,9452430,763,Cuenta Corriente Premium,28
Usuario 18975,7867X,14794572,523,Cuenta Corriente Premium,46
Usuario 18976,4990X,10570488,648,Cuenta Corriente Premium,266
Usuario 18977,1286X,12341232,374,Cuenta Corriente Premium,312
Usuario 18978,3149X,6552666,381,Cuenta Corriente Premium,400
Usuario 18979,6930X,6438932,865,Cuenta Corriente Premium,212
Usuario 18980,6301X,9720442,497,Cuenta Corriente Premium,347
Usuario 18981,6251X,6764731,477,Cuenta Corriente Premium,124
Usuario 18982,2824X,9321997,631,Cuenta Corriente Premium,295
Usuario 18983,1452X,13416915,744,Cuenta Corriente Premium,75
Usuario 18984,6945X,9750317,522,Cuenta Corriente Premium,245
Usuario 18985,6746X,2749157,356,Cuenta Corriente Premium,374
Usuario 18986,5996X,1779908,653,Cuenta Corriente Premium,283
Usuario 18987,4555X,1766092,860,Cuenta Corriente Premium,279
Usuario 18988,1917X,13905229,341,Cuenta Corriente Premium,308
Usuario 18989,8004X,2628429,679,Cuenta Corriente Premium,195
Usuario 18990,8745X,3165719,683,Cuenta Corriente Premium,89
Usuario 18991,6848X,10284857,583,Cuenta Corriente Premium,203
Usuario 18992,4665X,12233858,679,Cuenta Corriente Premium,102
Usuario 18993,1708X,3574416,377,Cuenta Corriente Premium,328
Usuario 18994,3561X,94067,386,Cuenta Corriente Premium,210
Usuario 18995,9173X,11308091,862,Cuenta Corriente Premium,201
Usuario 18996,5244X,13360474,864,Cuenta Corriente Premium,391
Usuario 18997,5058X,1693839,435,Cuenta Corriente Premium,156
Usuario 18998,2592X,7171042,420,Cuenta Corriente Premium,103
Usuario 18999,5170X,4034821,686,Cuenta Corriente Premium,162
Usuario 19000,6763X,6561272,506,Cuenta Corriente Premium,38
Usuario 19001,1135X,3127836,895,Cuenta Corriente Premium,160
Usuario 19002,5699X,9210762,708,Cuenta Corriente Premium,280
Usuario 19003,2599X,1114864,710,Cuenta Corriente Premium,394
Usuario 19004,6902X,12690728,308,Cuenta Corriente Premium,195
Usuario 19005,6350X,5549492,308,Cuenta Corriente Premium,165
Usuario 19006,7714X,13934391,769,Cuenta Corriente Premium,363
Usuario 19007,9726X,3995905,567,Cuenta Corriente Premium,74
Usuario 19008,1485X,2223871,669,Cuenta Corriente Premium,124
Usuario 19009,9121X,8590893,460,Cuenta Corriente Premium,130
Usuario 19010,8501X,2770772,738,Cuenta Corriente Premium,58
Usuario 19011,3753X,8025779,639,Cuenta Corriente Premium,224
Usuario 19012,7191X,11758510,476,Cuenta Corriente Premium,101
Usuario 19013,6972X,7085633,652,Cuenta Corriente Premium,111
Usuario 19014,2802X,1318918,867,Cuenta Corriente Premium,243
Usuario 19015,2121X,8650555,790,Cuenta Corriente Premium,239
Usuario 19016,2791X,9453503,544,Cuenta Corriente Premium,51
Usuario 19017,1918X,7929654,449,Cuenta Corriente Premium,386
Usuario 19018,2985X,1533841,469,Cuenta Corriente Premium,79
Usuario 19019,1283X,9970290,559,Cuenta Corriente Premium,176
Usuario 19020,9258X,6787808,667,Cuenta Corriente Premium,39
Usuario 19021,5717X,2347201,844,Cuenta Corriente Premium,393
Usuario 19022,9382X,1257257,850,Cuenta Corriente Premium,309
Usuario 19023,1192X,7479738,894,Cuenta Corriente Premium,311
Usuario 19024,5907X,14303739,562,Cuenta Corriente Premium,224
Usuario 19025,4774X,4772933,402,Cuenta Corriente Premium,38
Usuario 19026,5826X,14059210,777,Cuenta Corriente Premium,269
Usuario 19027,1754X,10918199,398,Cuenta Corriente Premium,367
Usuario 19028,5788X,3101306,627,Cuenta Corriente Premium,21
Usuario 19029,8921X,13064520,470,Cuenta Corriente Premium,72
Usuario 19030,9733X,7127111,606,Cuenta Corriente Premium,221
Usuario 19031,1867X,9523674,533,Cuenta Corriente Premium,126
Usuario 19032,6160X,12384071,710,Cuenta Corriente Premium,135
Usuario 19033,9490X,4247732,396,Cuenta Corriente Premium,76
Usuario 19034,9101X,7868703,789,Cuenta Corriente Premium,288
Usuario 19035,3197X,991520,488,Cuenta Corriente Premium,321
Usuario 19036,8227X,14771168,507,Cuenta Corriente Premium,180
Usuario 19037,1185X,14458482,879,Cuenta Corriente Premium,316
Usuario 19038,7588X,4962008,406,Cuenta Corriente Premium,109
Usuario 19039,4358X,3749883,801,Cuenta Corriente Premium,242
Usuario 19040,2792X,1080783,522,Cuenta Corriente Premium,8
Usuario 19041,5764X,7162004,301,Cuenta Corriente Premium,289
Usuario 19042,7887X,9159043,838,Cuenta Corriente Premium,100
Usuario 19043,8823X,9966108,767,Cuenta Corriente Premium,183
Usuario 19044,6346X,13545240,638,Cuenta Corriente Premium,400
Usuario 19045,1880X,12353978,520,Cuenta Corriente Premium,238
Usuario 19046,7098X,6176967,894,Cuenta Corriente Premium,211
Usuario 19047,2469X,615021,594,Cuenta Corriente Premium,311
Usuario 19048,8290X,4467114,529,Cuenta Corriente Premium,38
Usuario 19049,8745X,5708420,614,Cuenta Corriente Premium,257
Usuario 19050,6004X,9170253,532,Cuenta Corriente Premium,112
Usuario 19051,1063X,1893462,765,Cuenta Corriente Premium,33
Usuario 19052,3074X,11074544,436,Cuenta Corriente Premium,319
Usuario 19053,8788X,1155356,743,Cuenta Corriente Premium,203
Usuario 19054,6826X,8407221,885,Cuenta Corriente Premium,283
Usuario 19055,3769X,10026489,676,Cuenta Corriente Premium,171
Usuario 19056,8321X,12715496,563,Cuenta Corriente Premium,180
Usuario 19057,1069X,1375646,767,Cuenta Corriente Premium,97
Usuario 19058,2966X,6047860,337,Cuenta Corriente Premium,296
Usuario 19059,3064X,3970152,301,Cuenta Corriente Premium,315
Usuario 19060,7822X,8124837,748,Cuenta Corriente Premium,222
Usuario 19061,3287X,10117449,759,Cuenta Corriente Premium,320
Usuario 19062,2291X,12717367,689,Cuenta Corriente Premium,303
Usuario 19063,4806X,14047118,590,Cuenta Corriente Premium,14
Usuario 19064,7002X,2074565,715,Cuenta Corriente Premium,380
Usuario 19065,8335X,6277896,528,Cuenta Corriente Premium,350
Usuario 19066,3552X,6008475,343,Cuenta Corriente Premium,81
Usuario 19067,5886X,10764718,669,Cuenta Corriente Premium,78
Usuario 19068,2352X,6981725,370,Cuenta Corriente Premium,276
Usuario 19069,2624X,7622485,689,Cuenta Corriente Premium,199
Usuario 19070,1348X,12848395,572,Cuenta Corriente Premium,56
Usuario 19071,7630X,431479,835,Cuenta Corriente Premium,133
Usuario 19072,9859X,12974529,477,Cuenta Corriente Premium,205
Usuario 19073,1367X,10409347,749,Cuenta Corriente Premium,211
Usuario 19074,2784X,12693228,645,Cuenta Corriente Premium,327
Usuario 19075,8572X,2324109,535,Cuenta Corriente Premium,107
Usuario 19076,5535X,9082186,490,Cuenta Corriente Premium,92
Usuario 19077,8231X,9940305,365,Cuenta Corriente Premium,34
Usuario 19078,9809X,987713,713,Cuenta Corriente Premium,312
Usuario 19079,6550X,670474,671,Cuenta Corriente Premium,230
Usuario 19080,8016X,1904046,749,Cuenta Corriente Premium,171
Usuario 19081,4711X,11306055,577,Cuenta Corriente Premium,126
Usuario 19082,3996X,8313220,367,Cuenta Corriente Premium,124
Usuario 19083,5067X,12413415,691,Cuenta Corriente Premium,169
Usuario 19084,2124X,10832912,372,Cuenta Corriente Premium,51
Usuario 19085,2571X,9179386,378,Cuenta Corriente Premium,331
Usuario 19086,5461X,14704913,481,Cuenta Corriente Premium,146
Usuario 19087,7001X,8804245,577,Cuenta Corriente Premium,224
Usuario 19088,4320X,9991841,619,Cuenta Corriente Premium,291
Usuario 19089,4070X,11004617,567,Cuenta Corriente Premium,111
Usuario 19090,8338X,13262075,630,Cuenta Corriente Premium,15
Usuario 19091,8697X,5207192,303,Cuenta Corriente Premium,74
Usuario 19092,1802X,3592763,433,Cuenta Corriente Premium,333
Usuario 19093,9363X,8326148,417,Cuenta Corriente Premium,6
Usuario 19094,9623X,13432442,872,Cuenta Corriente Premium,60
Usuario 19095,1680X,3380499,709,Cuenta Corriente Premium,194
Usuario 19096,7829X,11245385,491,Cuenta Corriente Premium,34
Usuario 19097,6025X,1089934,817,Cuenta Corriente Premium,22
Usuario 19098,8070X,8030589,585,Cuenta Corriente Premium,369
Usuario 19099,9690X,3897708,858,Cuenta Corriente Premium,267
Usuario 19100,6241X,13698331,387,Cuenta Corriente Premium,171
Usuario 19101,7949X,14132549,861,Cuenta Corriente Premium,195
Usuario 19102,3570X,5103268,877,Cuenta Corriente Premium,149
Usuario 19103,1696X,2747650,464,Cuenta Corriente Premium,88
Usuario 19104,1940X,13313429,498,Cuenta Corriente Premium,103
Usuario 19105,9608X,10360934,779,Cuenta Corriente Premium,93
Usuario 19106,8639X,7674424,444,Cuenta Corriente Premium,241
Usuario 19107,6251X,4179540,413,Cuenta Corriente Premium,277
Usuario 19108,9306X,7024744,899,Cuenta Corriente Premium,77
Usuario 19109,8828X,13906564,432,Cuenta Corriente Premium,126
Usuario 19110,1536X,9117842,801,Cuenta Corriente Premium,343
Usuario 19111,4513X,3542881,675,Cuenta Corriente Premium,59
Usuario 19112,9773X,13955363,617,Cuenta Corriente Premium,224
Usuario 19113,2424X,14038328,899,Cuenta Corriente Premium,202
Usuario 19114,1891X,1546128,499,Cuenta Corriente Premium,200
Usuario 19115,8159X,12596710,617,Cuenta Corriente Premium,335
Usuario 19116,6927X,14540278,488,Cuenta Corriente Premium,243
Usuario 19117,5164X,6470686,363,Cuenta Corriente Premium,323
Usuario 19118,5833X,275936,789,Cuenta Corriente Premium,267
Usuario 19119,8401X,14685478,775,Cuenta Corriente Premium,322
Usuario 19120,5497X,12679252,783,Cuenta Corriente Premium,373
Usuario 19121,9172X,1018899,628,Cuenta Corriente Premium,109
Usuario 19122,2844X,2894817,469,Cuenta Corriente Premium,214
Usuario 19123,1956X,5358859,345,Cuenta Corriente Premium,45
Usuario 19124,1128X,10166478,404,Cuenta Corriente Premium,260
Usuario 19125,7551X,10230369,334,Cuenta Corriente Premium,199
Usuario 19126,1069X,11772616,825,Cuenta Corriente Premium,219
Usuario 19127,3027X,6484236,812,Cuenta Corriente Premium,146
Usuario 19128,6745X,9662261,772,Cuenta Corriente Premium,303
Usuario 19129,3480X,12589355,654,Cuenta Corriente Premium,389
Usuario 19130,1917X,6002459,422,Cuenta Corriente Premium,153
Usuario 19131,5881X,102764,415,Cuenta Corriente Premium,126
Usuario 19132,5365X,10853269,521,Cuenta Corriente Premium,117
Usuario 19133,3844X,6048024,683,Cuenta Corriente Premium,106
Usuario 19134,1579X,304368,808,Cuenta Corriente Premium,320
Usuario 19135,8716X,913359,488,Cuenta Corriente Premium,371
Usuario 19136,2114X,13757654,394,Cuenta Corriente Premium,180
Usuario 19137,6318X,3395629,479,Cuenta Corriente Premium,27
Usuario 19138,3829X,7953980,444,Cuenta Corriente Premium,312
Usuario 19139,3941X,3711612,584,Cuenta Corriente Premium,37
Usuario 19140,1504X,13538430,577,Cuenta Corriente Premium,265
Usuario 19141,3099X,2715253,788,Cuenta Corriente Premium,95
Usuario 19142,1115X,12117794,720,Cuenta Corriente Premium,73
Usuario 19143,1241X,200846,789,Cuenta Corriente Premium,125
Usuario 19144,6992X,2376258,669,Cuenta Corriente Premium,301
Usuario 19145,7393X,619680,794,Cuenta Corriente Premium,241
Usuario 19146,4355X,873399,337,Cuenta Corriente Premium,375
Usuario 19147,6492X,10265314,317,Cuenta Corriente Premium,400
Usuario 19148,8978X,12930615,658,Cuenta Corriente Premium,184
Usuario 19149,2471X,14799836,816,Cuenta Corriente Premium,360
Usuario 19150,6394X,6169523,878,Cuenta Corriente Premium,169
Usuario 19151,2139X,8917706,564,Cuenta Corriente Premium,349
Usuario 19152,2752X,1844101,720,Cuenta Corriente Premium,195
Usuario 19153,9679X,13738442,467,Cuenta Corriente Premium,330
